epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,5367.42,0.73243,0.58559,1.20937,0.89182,0.80381,0.87041,0.66135,0.95184,0.6318,1.28347,0.0002426,0.0002426,0.0002426
28,5556.97,0.72239,0.57938,1.19732,0.8966,0.81088,0.87456,0.65708,0.96603,0.62007,1.27922,0.0002327,0.0002327,0.0002327
29,5745.45,0.71555,0.56429,1.19558,0.9137,0.79851,0.87551,0.66121,0.95965,0.61465,1.2871,0.0002228,0.0002228,0.0002228
30,5937.86,0.71812,0.56856,1.20019,0.89885,0.80313,0.87328,0.66008,0.97357,0.63816,1.281,0.0002129,0.0002129,0.0002129
31,6124.07,0.71513,0.56854,1.19314,0.91313,0.80087,0.87541,0.66534,0.95319,0.61796,1.27684,0.000203,0.000203,0.000203
32,6311.49,0.70616,0.54904,1.18888,0.89995,0.80348,0.87395,0.66094,0.96957,0.62407,1.29224,0.0001931,0.0001931,0.0001931
33,6502.68,0.69606,0.5468,1.18227,0.89582,0.812,0.87843,0.66487,0.9574,0.60998,1.28371,0.0001832,0.0001832,0.0001832
34,6690.32,0.6946,0.54483,1.17734,0.91292,0.80812,0.87906,0.66447,0.96092,0.60878,1.27909,0.0001733,0.0001733,0.0001733
35,6876.97,0.69024,0.53413,1.17193,0.91747,0.79636,0.87746,0.67125,0.95323,0.61321,1.28467,0.0001634,0.0001634,0.0001634
36,7062.98,0.67943,0.52374,1.17234,0.92315,0.79372,0.87715,0.66969,0.94061,0.60296,1.2675,0.0001535,0.0001535,0.0001535
37,7252.42,0.68007,0.52229,1.1692,0.91153,0.80486,0.87545,0.66899,0.94089,0.60409,1.27426,0.0001436,0.0001436,0.0001436
38,7441.19,0.67781,0.51607,1.16212,0.9281,0.7945,0.87747,0.66974,0.9489,0.60261,1.28084,0.0001337,0.0001337,0.0001337
39,7629.29,0.66601,0.51285,1.15706,0.90042,0.8104,0.87697,0.67277,0.94235,0.61732,1.27186,0.0001238,0.0001238,0.0001238
40,7817.35,0.66621,0.50938,1.16025,0.91092,0.80494,0.8766,0.67234,0.94515,0.61018,1.28083,0.0001139,0.0001139,0.0001139
41,8029.44,0.54043,0.29984,1.02185,0.92815,0.79338,0.87764,0.67412,0.94501,0.61537,1.28343,0.000104,0.000104,0.000104
42,8216.67,0.53301,0.28877,1.01396,0.92721,0.79753,0.87812,0.67741,0.93944,0.61534,1.27593,9.41e-05,9.41e-05,9.41e-05
43,8410.89,0.52854,0.28309,1.01069,0.90462,0.80703,0.87483,0.6736,0.94414,0.61546,1.29066,8.42e-05,8.42e-05,8.42e-05
44,8598.36,0.52031,0.27501,1.00649,0.92185,0.79991,0.87358,0.67346,0.94273,0.62891,1.28602,7.43e-05,7.43e-05,7.43e-05
45,8788.43,0.51486,0.27567,1.00092,0.9079,0.80738,0.87295,0.67472,0.93854,0.62024,1.28612,6.44e-05,6.44e-05,6.44e-05
46,8977.44,0.50997,0.27109,0.99554,0.91496,0.80682,0.87289,0.67191,0.94933,0.6293,1.29067,5.45e-05,5.45e-05,5.45e-05
47,9167.11,0.50363,0.26675,0.99279,0.92903,0.79712,0.87318,0.67532,0.94304,0.63203,1.29016,4.46e-05,4.46e-05,4.46e-05
48,9356.86,0.50091,0.26213,0.99346,0.92443,0.8029,0.87556,0.67674,0.94059,0.62109,1.29386,3.47e-05,3.47e-05,3.47e-05
49,9540.58,0.49449,0.25918,0.98899,0.9248,0.80386,0.87503,0.67616,0.93858,0.62551,1.29389,2.48e-05,2.48e-05,2.48e-05
50,9725.02,0.48717,0.25598,0.9845,0.92054,0.80702,0.87535,0.6775,0.93845,0.62676,1.29276,1.49e-05,1.49e-05,1.49e-05
