epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,4388.19,0.82148,0.96209,1.29846,0.87334,0.76444,0.84422,0.6702,0.84579,0.80206,1.29874,0.000675325,0.000675325,0.000675325
15,4695.6,0.80368,0.93468,1.27965,0.85494,0.7941,0.85604,0.68126,0.82228,0.76293,1.26341,0.00065035,0.00065035,0.00065035
16,5011.1,0.79415,0.90639,1.27201,0.84185,0.76319,0.84618,0.67328,0.8384,0.82744,1.27631,0.000625375,0.000625375,0.000625375
17,5319.88,0.77661,0.87841,1.25866,0.89065,0.78438,0.86521,0.69957,0.75092,0.69989,1.22509,0.0006004,0.0006004,0.0006004
18,5648.14,0.771,0.86133,1.25509,0.89618,0.78039,0.86824,0.69395,0.76983,0.69019,1.23058,0.000575425,0.000575425,0.000575425
19,6236.53,0.75514,0.83443,1.24474,0.85746,0.79195,0.86328,0.70236,0.76745,0.72609,1.22502,0.00055045,0.00055045,0.00055045
20,6896.93,0.75131,0.82347,1.24497,0.88153,0.7941,0.87102,0.71127,0.74523,0.66086,1.22296,0.000525475,0.000525475,0.000525475
21,7647.36,0.74619,0.81062,1.23832,0.86278,0.79456,0.85784,0.70429,0.74889,0.70449,1.21007,0.0005005,0.0005005,0.0005005
22,8390.44,0.73305,0.78761,1.22737,0.88318,0.81871,0.88227,0.72012,0.72583,0.64049,1.19872,0.000475525,0.000475525,0.000475525
23,9595.18,0.72295,0.78064,1.22286,0.89118,0.83441,0.8813,0.7138,0.7525,0.63109,1.213,0.00045055,0.00045055,0.00045055
24,9905.48,0.70908,0.76173,1.21406,0.87238,0.81967,0.8787,0.72526,0.71714,0.64281,1.19137,0.000425575,0.000425575,0.000425575
25,10221.9,0.70432,0.73663,1.20933,0.89736,0.81403,0.88164,0.72912,0.69291,0.60748,1.15937,0.0004006,0.0004006,0.0004006
26,10540.8,0.69274,0.7289,1.1967,0.88956,0.82385,0.88088,0.72755,0.70382,0.62924,1.17761,0.000375625,0.000375625,0.000375625
27,10854.9,0.69586,0.71743,1.20025,0.9059,0.80687,0.88858,0.73566,0.69456,0.60156,1.17133,0.00035065,0.00035065,0.00035065
28,11166.9,0.68089,0.70266,1.19331,0.89907,0.82356,0.88503,0.73728,0.69894,0.59683,1.17494,0.000325675,0.000325675,0.000325675
29,11475.9,0.66606,0.68398,1.18177,0.91347,0.8241,0.88904,0.73913,0.68534,0.58548,1.15721,0.0003007,0.0003007,0.0003007
30,11785,0.66127,0.67763,1.18218,0.90068,0.82851,0.88907,0.73861,0.68266,0.56155,1.15918,0.000275725,0.000275725,0.000275725
31,12119.8,0.48537,0.41103,1.05755,0.90451,0.82372,0.88937,0.74296,0.66509,0.55906,1.14459,0.00025075,0.00025075,0.00025075
32,12428.8,0.46528,0.37728,1.04307,0.91519,0.82455,0.88811,0.74116,0.68115,0.54762,1.16407,0.000225775,0.000225775,0.000225775
33,12736.3,0.45537,0.36321,1.02853,0.88927,0.82627,0.88656,0.74534,0.67389,0.56516,1.1429,0.0002008,0.0002008,0.0002008
34,13043.1,0.43866,0.34722,1.01824,0.91144,0.81271,0.88526,0.74511,0.65854,0.57076,1.14075,0.000175825,0.000175825,0.000175825
35,13350.1,0.43291,0.3324,1.01649,0.89416,0.83699,0.88922,0.74404,0.66968,0.54948,1.14556,0.00015085,0.00015085,0.00015085
36,13659.5,0.41489,0.31525,1.00499,0.87367,0.84331,0.88747,0.74641,0.66361,0.55428,1.15359,0.000125875,0.000125875,0.000125875
37,13970.3,0.41029,0.30365,1.0011,0.91145,0.8209,0.88995,0.74925,0.65567,0.54377,1.14528,0.0001009,0.0001009,0.0001009
38,14279.4,0.39657,0.29324,0.98851,0.90312,0.83358,0.88708,0.74412,0.66445,0.54005,1.15196,7.5925e-05,7.5925e-05,7.5925e-05
39,14588.4,0.38641,0.28419,0.98718,0.90106,0.84122,0.89001,0.74938,0.65473,0.5359,1.14448,5.095e-05,5.095e-05,5.095e-05
40,14894.6,0.38513,0.27754,0.98373,0.89858,0.84149,0.88929,0.75167,0.65495,0.53221,1.14227,2.5975e-05,2.5975e-05,2.5975e-05
